0_config,numCycles,iqFullEvents,cpi,ipc,enterRA,totalCyclesRA,cyclesAvgRA,pctRobEmptyRA,totalDecodedRA,l1Miss,l1MissRA,icacheStallCycles,fullRegistersEvents,l2Miss,l2MissRA,freeRegsAvg,iqFullRa,fullROBstalls
run_bzip2d_rob96_256kB,400890653,212500,2.254886,0.443481,1053941,211204817,200.395,7.707,152480764,1450074,213738,62911404,435,1066763,6496,,,
run_bzip2d_rob96_64kB,422517948,241958,2.376533,0.420781,1153990,232111871,201.139,8.053,169480143,1475161,224375,64693144,588,1167966,8259,,,
run_cg_rob128_128kB,342100752,2164035,2.570804,0.388983,2260155,196185461,86.802,47.949,167241373,22872792,29616024,58872560,653,5100854,3954345,,,
run_cg_rob128_256kB,339962741,2159362,2.554737,0.391430,2240049,195793268,87.406,48.210,166906362,22781772,29613681,58721615,737,5064536,3979660,,,
run_cg_rob128_64kB,343856238,2161729,2.583996,0.386998,2259944,196953301,87.150,48.135,167134346,22846549,29600828,58868392,664,5094195,3951030,,,
run_cg_rob160_128kB,340039910,2296364,2.555317,0.391341,2249270,194387547,86.423,48.465,163831365,23628809,28909003,58872262,669,5263503,3572209,,,
run_cg_rob160_256kB,337732184,2287327,2.537975,0.394015,2226426,194182429,87.217,48.796,163102296,23532758,28865733,58634098,727,5237546,3574545,,,
run_cg_rob160_64kB,341876522,2289560,2.569119,0.389239,2248608,195455457,86.923,48.864,163418119,23587339,28871241,58827553,663,5268380,3559181,,,
run_cg_rob192_128kB,339894814,2353183,2.554227,0.391508,2243254,194239985,86.588,49.135,162012995,24080145,28369679,58836220,669,5321814,3469904,,,
run_cg_rob192_256kB,337642265,2348822,2.537299,0.394120,2223751,194187760,87.324,49.223,161564510,23997702,28341673,58648477,729,5289759,3482265,,,
run_cg_rob192_64kB,341662641,2353518,2.567511,0.389482,2243960,195188588,86.984,49.276,161579254,24067646,28338439,58801909,688,5318565,3453941,,,
run_cg_rob64_128kB,354515637,1743670,2.664099,0.375361,2219616,207140728,93.323,50.964,187950480,17814390,32885521,60021238,642,4400479,4383388,,,
run_cg_rob64_256kB,352045856,1743787,2.645539,0.377995,2202195,206734281,93.876,50.976,188130987,17743363,32937433,59928712,707,4361199,4415450,,,
run_cg_rob64_64kB,356496612,1738945,2.678985,0.373276,2221438,208275590,93.757,51.159,187777416,17782822,32863628,60022920,664,4407182,4376400,,,
run_cg_rob96_128kB,343322424,2115124,2.579984,0.387599,2241415,196203751,87.536,48.197,168237077,21942399,29860830,58365450,636,5121785,3995806,,,
run_cg_rob96_256kB,340868112,2111832,2.561541,0.390390,2222454,195706345,88.059,48.295,168114781,21878096,29881354,58237705,719,5067806,4026992,,,
run_cg_rob96_64kB,344870317,2114919,2.591616,0.385860,2240870,196836599,87.839,48.300,168427681,21910889,29886733,58396983,647,5110810,4002141,,,
run_consumer_rob128_128kB,103670364,44633,0.900489,1.110508,77890,8083284,103.778,57.824,8720766,1024519,344155,20432388,3058,116346,97575,,,
run_consumer_rob128_256kB,74497460,8896,0.647089,1.545382,9898,1248292,126.116,57.626,1711853,1102713,50181,15583855,879,18386,6106,,,
run_consumer_rob128_64kB,111533093,67169,0.968785,1.032221,113890,13060459,114.676,60.284,12196209,960776,442059,21451882,3730,166066,134907,,,
run_consumer_rob160_128kB,103544809,47563,0.899398,1.111855,77774,8036253,103.328,57.678,8470896,1021886,340117,20529520,3007,117163,97192,,,
run_consumer_rob160_256kB,74318144,12120,0.645532,1.549111,9923,1258738,126.851,57.696,1667769,1096950,48539,15637683,900,18686,6199,,,
run_consumer_rob160_64kB,111373361,66972,0.967397,1.033702,113785,12977973,114.057,60.153,11949023,967720,427864,21568727,3677,170109,131254,,,
run_consumer_rob192_128kB,103388800,48984,0.898042,1.113533,77584,8017357,103.338,57.938,8340598,1031227,335190,20560891,3162,118335,96426,,,
run_consumer_rob192_256kB,74242623,12524,0.644876,1.550687,9906,1265244,127.725,57.618,1638409,1099647,46819,15653821,948,18782,5833,,,
run_consumer_rob192_64kB,111319272,68407,0.966927,1.034204,113718,13022291,114.514,60.587,11858488,974702,428747,21621251,3794,169613,131501,,,
run_consumer_rob64_128kB,106686301,43720,0.926685,1.079116,75077,8102782,107.926,55.227,9448130,876173,379297,20146527,3029,106618,109821,,,
run_consumer_rob64_256kB,78401008,5989,0.680996,1.468438,9847,1276188,129.602,54.801,1917003,955931,57012,15398472,886,17177,6815,,,
run_consumer_rob64_64kB,114378137,74190,0.993497,1.006546,111029,13172909,118.644,57.819,13801691,828215,484251,21137819,3459,158646,142026,,,
run_consumer_rob96_128kB,104402417,48639,0.906847,1.102722,76602,8158971,106.511,56.550,9117359,956736,353836,20280981,3031,112696,101248,,,
run_consumer_rob96_256kB,75327544,6645,0.654299,1.528352,9785,1253184,128.072,55.964,1801330,1049779,53359,15481132,893,16907,6742,,,
run_consumer_rob96_64kB,112212376,84847,0.974685,1.025973,112815,13136570,116.443,59.136,12805495,908430,455773,21324792,3591,161637,139759,,,
run_d_rob81_256kB,152124,18,2.702601,0.370014,101,10525,104.208,67.316,8544,280,93,45115,4,136,44,,,
run_dijkstra_rob128_128kB,152401,18,2.707522,0.369341,101,10422,103.188,67.348,8396,286,88,45524,4,139,44,,,
run_dijkstra_rob128_256kB,152401,18,2.707522,0.369341,101,10422,103.188,67.348,8396,286,88,45524,4,139,44,,,
run_dijkstra_rob128_64kB,152621,18,2.711431,0.368809,101,10422,103.188,67.348,8396,286,88,45531,4,139,44,,,
run_dijkstra_rob160_128kB,152401,18,2.707522,0.369341,101,10430,103.267,67.411,8348,288,86,45641,4,139,44,,,
run_dijkstra_rob160_256kB,152401,18,2.707522,0.369341,101,10430,103.267,67.411,8348,288,86,45641,4,139,44,,,
run_dijkstra_rob160_64kB,152568,18,2.710489,0.368937,101,10430,103.267,67.411,8348,288,86,45648,4,139,44,,,
run_dijkstra_rob192_128kB,152401,21,2.707522,0.369341,101,10430,103.267,67.402,8316,288,86,45735,4,139,44,,,
run_dijkstra_rob192_256kB,152401,21,2.707522,0.369341,101,10430,103.267,67.402,8316,288,86,45735,4,139,44,,,
run_dijkstra_rob192_64kB,152662,21,2.712159,0.368710,101,10430,103.267,67.402,8316,288,86,45742,4,139,44,,,
run_dijkstra_rob64_128kB,152397,17,2.707451,0.369351,100,10404,104.040,67.637,8270,280,92,44867,4,136,43,,,
run_dijkstra_rob64_256kB,152397,17,2.707451,0.369351,100,10404,104.040,67.637,8270,280,92,44867,4,136,43,,,
run_dijkstra_rob64_64kB,152519,17,2.709618,0.369056,100,10404,104.040,67.637,8270,280,92,44886,4,136,43,,,
run_dijkstra_rob96_128kB,152401,18,2.707522,0.369341,101,10420,103.168,67.303,8467,281,93,45273,4,138,44,,,
run_dijkstra_rob96_256kB,152401,18,2.707522,0.369341,101,10420,103.168,67.303,8467,281,93,45273,4,138,44,,,
run_dijkstra_rob96_64kB,152557,18,2.710293,0.368964,101,10420,103.168,67.303,8467,281,93,45282,4,138,44,,,
run_hj2_rob128_128kB,,,,,,,,,,,,,,,,,,
run_hj2_rob128_256kB,,,,,,,,,,,,,,,,,,
run_hj2_rob128_64kB,,,,,,,,,,,,,,,,,,
run_hj2_rob160_128kB,,,,,,,,,,,,,,,,,,
run_hj2_rob160_256kB,,,,,,,,,,,,,,,,,,
run_hj2_rob160_64kB,,,,,,,,,,,,,,,,,,
run_hj2_rob192_128kB,,,,,,,,,,,,,,,,,,
run_hj2_rob192_256kB,,,,,,,,,,,,,,,,,,
run_hj2_rob192_64kB,,,,,,,,,,,,,,,,,,
run_hj2_rob64_128kB,,,,,,,,,,,,,,,,,,
run_hj2_rob64_256kB,,,,,,,,,,,,,,,,,,
run_hj2_rob64_64kB,,,,,,,,,,,,,,,,,,
run_hj2_rob96_128kB,,,,,,,,,,,,,,,,,,
run_hj2_rob96_256kB,,,,,,,,,,,,,,,,,,
run_hj2_rob96_64kB,,,,,,,,,,,,,,,,,,
run_is_rob128_128kB,,,,,,,,,,,,,,,,,,
run_is_rob128_256kB,,,,,,,,,,,,,,,,,,
run_is_rob128_64kB,,,,,,,,,,,,,,,,,,
run_is_rob160_128kB,,,,,,,,,,,,,,,,,,
run_is_rob160_256kB,,,,,,,,,,,,,,,,,,
run_is_rob160_64kB,,,,,,,,,,,,,,,,,,
run_is_rob192_128kB,,,,,,,,,,,,,,,,,,
run_is_rob192_256kB,,,,,,,,,,,,,,,,,,
run_is_rob192_64kB,,,,,,,,,,,,,,,,,,
run_is_rob64_128kB,,,,,,,,,,,,,,,,,,
run_is_rob64_256kB,,,,,,,,,,,,,,,,,,
run_is_rob64_64kB,,,,,,,,,,,,,,,,,,
run_is_rob96_128kB,,,,,,,,,,,,,,,,,,
run_is_rob96_256kB,,,,,,,,,,,,,,,,,,
run_is_rob96_64kB,,,,,,,,,,,,,,,,,,
run_qsort_rob128_128kB,90807588,39063,0.689812,1.449670,29848,4511126,151.137,41.483,7534713,107010,85364,22277593,2438,41682,22913,,,
run_qsort_rob128_256kB,89344244,26230,0.678696,1.473414,20540,3127412,152.260,41.039,5361867,118487,61860,22008095,2013,28179,15890,,,
run_qsort_rob128_64kB,91818038,50722,0.697488,1.433716,37685,5620206,149.136,41.843,9274468,94024,109301,22502602,2635,52592,30040,,,
